player,player_id,position,team_name,2025 Team,Team,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,rank_player_game_count,rank_attempts,rank_avoided_tackles,rank_breakaway_attempts,rank_breakaway_percent,rank_breakaway_yards,rank_designed_yards,rank_drops,rank_elu_recv_mtf,rank_elu_rush_mtf,rank_elu_yco,rank_elusive_rating,rank_explosive,rank_first_downs,rank_gap_attempts,rank_grades_hands_fumble,rank_grades_offense,rank_grades_offense_penalty,rank_grades_pass,rank_grades_pass_block,rank_grades_pass_route,rank_grades_run,rank_grades_run_block,rank_longest,rank_rec_yards,rank_receptions,rank_routes,rank_run_plays,rank_scramble_yards,rank_scrambles,rank_targets,rank_total_touches,rank_touchdowns,rank_yards,rank_yards_after_contact,rank_yco_attempt,rank_ypa,rank_yprr,rank_zone_attempts,rank_declined_penalties,rank_fumbles,rank_penalties
Joey Mattord,175055,HB,E MICHIGAN,Eastern Michigan,Eastern Michigan,4,5,1,1,63.2,24,0,38,0,0,1,14,35,1,3,160,0,2,71.9,71.2,76.5,0,26.6,58.2,81.1,72.8,24,0,27,3,23,15,0,0,3,8,1,38,14,2.8,7.6,1.17,3,312,727,630,299,103,377,580,264,415,574,688,660,545,529,640,518,436,615,334,517,566,63,49,337,426,435,491,894,246,251,486,761,284,636,745,593,173,351,585,1,1,1
Tyson Thompson,121708,TE,RICE,Rice,Rice,5,5,1,0,0,0,0,27,0,0,1,21,46.7,1,1,275,0,3,87.8,68.9,82.2,0,70.5,74.9,64,54.5,10,0,66,4,28,99,0,0,6,9,0,27,21,4.2,5.4,2.36,0,4,727,630,562,562,562,670,264,415,574,599,551,545,721,565,1,568,153,334,213,109,693,1032,770,239,371,447,159,246,251,339,726,550,727,654,221,452,115,899,1,1,1
Patrick Overmyer,176495,TE,UTSA,UTSA,UTSA,4,5,0,0,0,0,0,9,2,0,0,6,0,0,4,331,0,0,71,57.5,83.4,0,72.2,45.9,77.5,68.1,2,0,17,7,70,81,0,0,12,12,0,9,6,1.2,1.8,0.24,0,312,727,843,562,562,562,894,18,415,781,859,901,812,461,954,579,1117,66,334,180,877,143,85,1129,495,234,177,236,246,251,188,633,550,950,913,1074,1118,639,899,1,1,1
Anthony Wilhite,183736,HB,ARIZONA,Arizona,Arizona,1,5,0,0,0,0,0,22,0,2,0,12,80,0,1,109,0,1,69.9,73.8,69.8,0,67.9,89.4,67.6,60,7,0,22,1,1,7,0,0,1,6,0,22,12,2.4,4.4,22,4,1113,727,843,562,562,562,713,264,167,781,717,336,812,721,765,636,326,997,334,254,12,521,313,907,461,580,843,1060,246,251,613,855,550,774,778,734,674,3,529,1,1,1
Gabe Fields,205485,HB,VANDERBILT,Vanderbilt,Vanderbilt,2,5,0,0,0,0,0,8,0,0,0,9,0,0,0,333,0,4,69.7,57.2,73.7,0,74.6,58,54.8,68.7,3,0,0,0,3,12,0,0,0,5,0,8,9,1.8,1.6,0,1,939,727,843,562,562,562,917,264,415,781,775,901,812,995,504,646,1133,778,334,137,577,1232,79,1102,685,708,784,949,246,251,742,895,550,972,836,963,1131,681,733,1,1,1
Micahi Danzy,190564,WR,FLORIDA ST,Florida State,Florida State,4,5,3,4,101.2,175,0,173,1,1,3,84,560,4,4,167,0,0,71.1,85.6,79.5,0,0,75.1,91.6,59.3,64,0,168,7,33,53,0,0,8,12,3,173,84,16.8,34.6,5.09,0,312,727,418,78,7,33,200,80,257,369,260,23,251,461,954,574,58,385,334,593,105,4,769,50,99,234,406,426,246,251,269,633,90,233,291,10,7,16,899,1,1,1
Carson Conklin,170765,QB,FRESNO ST,Fresno State,Fresno State,2,5,0,0,0,0,0,3,0,0,0,2,0,0,0,169,0,1,69.7,64.1,74.4,64.7,0,0,58.7,60,6,0,0,0,0,30,0,0,0,5,0,3,2,0.4,0.6,0,0,939,727,843,562,562,562,1067,264,415,781,1038,901,812,995,765,646,835,738,180,593,934,1079,313,954,685,708,927,667,246,251,742,895,550,1107,1070,1203,1175,681,899,1,1,1
Cole Geer,200287,QB,VIRGINIA,Virginia,Virginia,1,4,0,0,0,0,0,10,0,0,0,5,0,1,1,335,0,0,68.7,76.3,71,73,0,0,63.9,60,12,0,0,0,0,11,0,0,0,4,0,10,5,1.25,2.5,0,0,1113,785,843,562,562,562,878,264,415,781,896,901,545,721,954,720,247,937,105,593,934,694,313,674,685,708,927,964,246,251,742,956,550,937,944,1069,1020,681,899,1,1,1
Braydon Bennett,122318,HB,VA TECH,Virginia Tech,Virginia Tech,4,4,1,0,0,0,0,8,0,1,1,8,80,0,2,337,0,0,68.9,59.3,75.4,0,81.8,45.1,64.4,59.7,3,0,2,1,16,6,0,0,3,5,1,8,8,2,2,0.13,4,312,785,630,562,562,562,917,264,257,574,805,336,812,614,954,709,1053,672,334,32,881,668,723,1102,662,580,572,1082,246,251,486,895,284,972,863,850,1071,665,529,1,1,1
Xay Davis,200274,HB,VIRGINIA,Virginia,Virginia,1,4,0,0,0,0,0,13,0,0,0,9,0,0,1,335,0,0,68.6,71,70.2,0,0,59.5,68.6,60,5,0,0,0,1,6,0,0,0,4,0,13,9,2.25,3.3,0,4,1113,785,843,562,562,562,815,264,415,781,775,901,812,721,954,724,445,982,334,593,509,462,313,1004,685,708,843,1082,246,251,742,956,550,875,836,784,902,681,529,1,1,1
Jamarice Wilder,198704,HB,LOUISVILLE,Louisville,Louisville,1,4,0,0,0,0,0,15,0,0,0,15,0,0,0,210,0,2,68.6,68.5,70.8,0,73.7,58.9,67.1,60,7,0,0,0,1,5,0,0,0,4,0,15,15,3.75,3.8,0,2,1113,785,843,562,562,562,785,264,415,781,681,901,812,995,640,724,593,952,334,152,537,547,313,907,685,708,843,1119,246,251,742,956,550,850,738,298,826,681,637,1,1,1
Jake Merklinger,184888,QB,TENNESSEE,Tennessee,Tennessee,2,4,6,0,0,0,0,-4,0,0,0,0,0,1,2,307,0,0,68.4,82.6,75.9,81.9,0,0,64.4,60,11,0,0,0,0,25,21,3,0,1,0,17,33,8.25,4.3,0,1,939,785,239,562,562,562,1258,264,415,781,1180,901,545,614,954,752,92,651,40,593,934,668,313,725,685,708,927,731,147,143,742,1159,550,828,541,37,692,681,733,1,1,1
JC Evans,184302,QB,JAMES MAD,James Madison,James Madison,2,4,1,0,0,0,0,15,0,0,1,6,37.5,1,2,197,0,2,68.7,66.8,70.1,49.9,0,0,69.5,60,12,0,0,0,0,9,0,0,0,4,1,15,6,1.5,3.8,0,0,939,785,630,562,562,562,785,264,415,574,859,633,545,614,640,720,680,987,297,593,934,408,313,674,685,708,927,1021,246,251,742,956,284,850,913,1030,826,681,899,1,1,1
KJ Jackson,184386,QB,ARKANSAS,Arkansas,Arkansas,2,4,2,0,0,0,0,-1,0,0,0,0,0,1,1,111,0,0,66.7,81,72.7,86,0,0,59.4,60,10,0,0,0,0,10,21,3,0,1,1,20,3,0.75,5,0,0,939,785,498,562,562,562,1200,264,415,781,1180,901,545,721,954,866,108,852,24,593,934,1043,313,770,685,708,927,986,147,143,742,1159,284,795,1010,1173,530,681,899,1,1,1
DJ Taylor,198842,HB,MIDDLE TN,Middle Tennessee,Middle Tennessee,1,4,0,0,0,0,0,24,0,0,0,18,0,1,1,224,0,1,68.9,72.2,70.3,0,0,63,71.9,60,13,0,3,1,4,5,0,0,1,5,0,24,18,4.5,6,0.75,3,1113,785,843,562,562,562,698,264,415,781,639,901,545,721,765,709,390,971,334,593,367,309,313,626,652,580,756,1119,246,251,613,895,550,755,698,181,331,485,585,1,1,1
Brendon Haygood,198885,HB,MISSOURI,Missouri,Missouri,1,4,2,0,0,0,0,12,0,0,2,14,175,0,1,229,0,3,68.6,57.6,69.1,0,0,0,58.1,0,8,0,0,0,0,4,0,0,0,4,0,12,14,3.5,3,0,1,1113,785,498,562,562,562,831,264,415,455,688,112,812,721,565,724,1115,1024,334,593,934,1104,1181,861,685,708,927,1152,246,251,742,956,550,893,745,351,936,681,733,1,1,1
Matt Zollers,198887,QB,MISSOURI,Missouri,Missouri,3,4,0,0,0,0,0,-8,0,0,0,0,0,0,0,229,2,0,23.4,50.7,74.9,65.9,0,0,43.8,60,4,0,0,0,0,35,4,1,0,3,0,-4,0,0,-1,0,2,761,785,843,562,562,562,1285,264,415,781,1180,901,812,995,954,1268,1253,708,171,593,934,1290,313,1060,685,708,927,597,220,192,742,1009,550,1273,1208,1208,1232,681,637,1,1196,1
Dashun Reeder,190890,HB,NWESTERN,Northwestern,Northwestern,2,4,1,1,85.9,79,0,92,0,0,1,83,518.8,1,2,256,0,2,68.6,84,69.3,0,0,0,78.6,60,79,0,0,0,0,5,0,0,0,4,1,92,83,20.75,23,0,2,939,785,630,299,54,156,370,264,415,574,263,24,545,614,640,724,76,1015,334,593,934,112,313,11,685,708,927,1119,246,251,742,956,284,413,294,5,13,681,637,1,1,1
KD Daniels,184419,HB,FLORIDA,Florida,Florida,1,4,0,0,0,0,0,9,0,0,0,3,0,0,1,163,0,0,68.9,57,72.8,0,71.1,57.5,57.3,0,5,0,3,1,7,4,0,0,1,5,0,9,3,0.75,2.3,0.43,4,1113,785,843,562,562,562,894,264,415,781,972,901,812,721,954,709,1139,842,334,203,603,1166,1181,1004,652,580,684,1152,246,251,613,895,550,950,1010,1173,1040,590,529,1,1,1
Luke Moga,184857,QB,OREGON,Oregon,Oregon,3,4,1,1,53.2,25,0,25,0,0,1,16,177.8,2,2,264,0,0,68.1,75.9,73.7,61,0,0,75.1,60,25,0,0,0,0,21,22,1,0,3,0,47,16,4,11.8,0,2,761,785,630,299,163,370,690,264,415,574,671,109,414,614,954,764,264,778,203,593,934,207,313,312,685,708,927,789,142,192,742,1009,550,583,729,234,56,681,637,1,1,1
Brock Thomas,176601,QB,OREGON,Oregon,Oregon,4,4,0,0,0,0,0,-1,0,0,0,5,0,0,1,264,0,0,68.9,67.3,72.7,64.4,0,0,62.8,60,5,0,0,0,0,16,0,0,0,4,0,-1,5,1.25,-0.3,0,1,312,785,843,562,562,562,1200,264,415,781,896,901,812,721,954,709,655,852,181,593,934,822,313,1004,685,708,927,869,246,251,742,956,550,1222,944,1069,1222,681,733,1,1,1
Connor Moberly,184835,QB,IOWA STATE,Iowa State,Iowa State,1,4,1,0,0,0,0,29,0,0,1,28,175,2,2,193,0,4,68.7,78.8,68.6,60,0,0,72.8,60,13,0,0,0,0,5,0,0,0,4,0,29,28,7,7.3,0,0,1113,785,630,562,562,562,656,264,415,574,534,112,414,614,504,720,161,1040,215,593,934,279,313,626,685,708,927,1119,246,251,742,956,550,716,587,55,191,681,899,1,1,1
Easton Miller,184833,HB,IOWA STATE,Iowa State,Iowa State,1,4,0,0,0,0,0,23,0,0,0,12,0,0,1,193,0,1,68.6,58,71.6,0,0,0,58.3,60,9,0,0,0,0,7,0,0,0,4,0,23,12,3,5.8,0,3,1113,785,843,562,562,562,702,264,415,781,717,901,812,721,765,724,1100,904,334,593,934,1096,313,812,685,708,927,1060,246,251,742,956,550,762,778,491,389,681,585,1,1,1
Malik Rutherford,143929,WR,GA TECH,Georgia Tech,Georgia Tech,5,4,2,0,0,0,0,18,1,2,2,16,80,1,2,176,0,4,71.7,63.8,81.4,74.6,0,65.3,63,36.5,13,0,155,16,81,59,0,0,18,20,0,18,16,4,4.5,1.91,0,4,785,498,562,562,562,750,80,167,455,671,336,545,614,504,533,852,223,94,593,293,800,1174,626,110,66,139,389,246,251,111,439,550,816,729,234,653,182,899,1,1,1
Tyvonn Byars,199110,HB,RICE,Rice,Rice,2,4,0,0,0,0,0,24,0,0,0,14,0,1,1,275,0,4,68.6,60.9,71.1,0,71.5,59.8,60.8,58.8,11,0,0,0,1,7,0,0,0,4,0,24,14,3.5,6,0,0,939,785,843,562,562,562,698,264,415,781,688,901,545,721,504,724,968,935,334,197,492,925,829,725,685,708,843,1060,246,251,742,956,550,755,745,351,331,681,899,1,1,1
Michael Van Buren Jr.,184764,QB,LSU,LSU,LSU,1,4,2,0,0,0,0,3,0,0,0,4,0,1,1,211,1,0,23.2,67.5,73.6,77.2,0,0,51.8,60,12,0,0,0,0,11,13,2,0,2,1,16,27,6.75,4,0,0,1113,785,498,562,562,562,1067,264,415,781,933,901,545,721,954,1269,641,788,72,593,934,1261,313,674,685,708,927,964,173,164,742,1081,284,836,595,64,761,681,899,1,1008,1
Anthony Evans III,173530,WR,MISS STATE,Mississippi State,Mississippi State,5,4,2,1,73.9,17,0,23,1,4,2,26,130,1,1,227,0,3,79.6,65.5,40.9,0,0,70.9,57.5,40,17,2,323,26,144,127,0,0,32,30,0,23,26,6.5,5.8,2.24,0,4,785,498,299,75,464,702,80,68,455,549,165,545,721,565,144,750,1200,334,593,162,1146,1167,489,17,10,16,75,246,251,25,273,550,762,600,69,389,127,899,1,1,1249
Alex Broome,126959,HB,BOSTON COL,Boston College,Boston College,3,4,1,0,0,0,0,1,0,0,1,2,12.5,0,1,121,0,2,68.6,56.2,73.3,0,40.5,54.9,58.4,60,2,0,0,0,9,5,0,0,0,4,1,1,2,0.5,0.3,0,2,761,785,630,562,562,562,1117,264,415,574,1038,856,812,721,640,724,1160,812,334,455,739,1094,313,1129,685,708,646,1119,246,251,742,956,284,1157,1070,1185,1188,681,637,1,1,1
Alberto Mendoza,188673,QB,INDIANA,Indiana,Indiana,3,4,1,1,53.6,15,0,28,0,0,1,7,43.8,2,2,190,0,0,69.3,85.7,75.4,84.8,0,0,65.9,60,15,1,0,0,0,32,0,0,0,4,0,28,7,1.75,7,0,2,761,785,630,299,159,519,661,264,415,574,833,575,414,614,954,687,56,672,29,593,934,608,313,553,685,708,927,649,246,251,742,956,550,720,887,968,218,681,637,1,1,1081
Drake Lindsey,184727,QB,MINNESOTA,Minnesota,Minnesota,4,4,1,0,0,0,0,0,0,0,0,1,0,0,2,225,0,0,73.4,90.8,60.7,90.6,0,60,64.8,60.3,2,1,0,0,1,109,2,1,0,3,1,2,10,2.5,0.5,0,1,312,785,630,562,562,562,1152,264,415,781,1120,901,812,614,954,444,12,1165,8,593,451,654,245,1129,685,708,843,124,229,192,742,1009,284,1124,816,689,1176,681,733,1,1,1081
Keith Reynolds,171939,WR,MIAMI OH,Miami (OH),Miami (OH),4,4,4,1,46.5,20,0,43,0,1,4,30,250,3,3,221,0,4,72.4,68.6,83.3,0,0,67.5,79,37.5,20,0,149,11,78,50,0,0,17,15,0,43,30,7.5,10.8,1.91,0,312,785,339,299,221,416,553,264,257,298,515,63,327,529,504,493,588,73,334,593,232,100,1172,419,112,151,151,457,246,251,124,554,550,605,563,47,66,182,899,1,1,1
AJ Bianco,158232,QB,NEVADA,Nevada,Nevada,3,4,0,0,0,0,0,7,0,0,0,3,0,1,2,239,0,0,68.8,68.6,75.4,64,0,0,69.2,60,12,0,0,0,0,15,22,3,0,1,0,29,6,1.5,7.3,0,0,761,785,843,562,562,562,940,264,415,781,972,901,545,614,954,718,588,672,184,593,934,430,313,674,685,708,927,894,142,143,742,1159,550,716,913,1030,191,681,899,1,1,1
Jason Philpot-Dixon,191041,HB,C MICHIGAN,Central Michigan,Central Michigan,1,4,2,0,0,0,0,12,1,0,2,10,125,0,1,134,0,3,68.6,49.7,69.1,0,0,28.1,59.4,0,6,0,0,0,1,4,0,0,1,4,0,12,10,2.5,3,0,1,1113,785,498,562,562,562,831,80,415,455,754,177,812,721,565,724,1264,1024,334,593,927,1043,1181,954,685,708,843,1152,246,251,613,956,550,893,816,689,936,681,733,1,1,1
Chris Barnes,190363,WR,WAKE,Wake Forest,Wake Forest,4,4,1,1,65.2,15,0,23,0,1,1,8,21.1,1,1,339,0,2,72.5,82.5,81.1,0,0,81.7,60.5,80.4,15,0,287,15,62,42,0,0,21,19,0,23,8,2,5.8,4.63,0,312,785,630,299,97,519,702,264,257,574,805,783,545,721,640,487,93,251,334,593,38,947,14,553,30,80,211,519,246,251,84,460,550,762,863,850,389,19,899,1,1,1
Hauss Hejny,183824,QB,OKLA STATE,Oklahoma State,Oklahoma State,1,4,0,0,0,0,0,21,0,0,0,11,0,1,2,262,0,2,68.6,74.8,72.7,73.1,0,0,64.5,60,14,0,0,0,0,9,6,1,0,3,1,27,11,2.75,6.8,0,1,1113,785,843,562,562,562,721,264,415,781,734,901,545,614,640,724,293,852,102,593,934,667,313,592,685,708,927,1021,213,192,742,1009,284,727,796,612,251,681,733,1,1,1
K.D. Hutchinson,163045,WR,W KENTUCKY,Western Kentucky,Western Kentucky,5,4,1,1,58.8,20,0,34,2,2,1,18,67.5,2,2,346,0,3,73.5,81.9,79.5,0,0,80.9,71.6,49.3,20,0,229,16,69,35,0,0,21,20,0,34,18,4.5,8.5,3.32,0,4,785,630,299,122,416,605,18,167,574,639,392,414,614,565,433,98,385,334,593,47,318,1102,419,60,66,182,597,246,251,84,439,550,662,698,181,130,54,899,1,1,1
Walker Eget,146170,QB,S JOSE ST,San Jose State,San Jose State,4,4,1,0,0,0,0,8,0,0,0,0,0,1,2,285,3,0,56.8,73.1,82.8,71.2,0,56.7,67.3,60,13,1,0,1,1,76,19,2,1,3,0,27,12,3,6.8,0,0,312,785,630,562,562,562,917,264,415,781,1180,901,545,614,954,1113,353,107,127,593,646,533,313,626,685,580,843,269,154,164,613,1009,550,727,778,491,251,681,899,1,1262,1081
Anthony Ferrucci,175337,HB,BOSTON COL,Boston College,Boston College,1,4,0,0,0,0,0,14,0,0,0,10,0,0,1,121,0,3,68.6,59.4,70,0,70,59.9,59.2,60,5,0,0,0,1,5,0,0,0,4,0,14,10,2.5,3.5,0,1,1113,785,843,562,562,562,799,264,415,781,754,901,812,721,565,724,1050,993,334,228,479,1060,313,1004,685,708,843,1119,246,251,742,956,550,861,816,689,869,681,733,1,1,1
Eric Weatherly,156259,WR,BALL ST,Ball State,Ball State,4,4,1,1,51.2,22,0,43,0,1,1,14,53.8,1,1,117,0,4,29.8,70.9,81.3,0,0,66.4,73.9,66.7,22,0,100,9,53,36,0,0,13,13,0,43,14,3.5,10.8,1.89,0,312,785,630,299,179,393,553,264,257,574,688,489,545,721,504,1226,453,234,334,593,257,245,103,377,175,191,265,581,246,251,170,600,550,605,745,351,66,188,899,1,1,1
Oran Singleton Jr.,145589,WR,W VIRGINIA,West Virginia,West Virginia,4,4,1,0,0,0,0,31,1,0,1,10,31.3,1,1,343,1,4,19.2,46.5,79,0,0,49.7,47.4,61.2,12,0,22,4,46,30,0,0,8,8,0,31,10,2.5,7.8,0.48,0,312,785,630,562,562,562,636,80,415,574,754,695,545,721,504,1280,1276,422,334,593,846,1278,199,674,461,371,312,667,246,251,269,761,550,694,816,689,163,575,899,1,1008,1
Luke Kromenhoek,183305,QB,MISS STATE,Mississippi State,Mississippi State,2,4,0,0,0,0,0,11,0,0,0,3,0,1,2,227,0,0,67.9,82.2,71.4,69.6,0,0,72.9,60,13,0,0,0,0,10,13,1,0,3,1,24,23,5.75,6,0,1,939,785,843,562,562,562,852,264,415,781,972,901,545,614,954,773,97,911,139,593,934,276,313,626,685,708,927,986,173,192,742,1009,284,755,623,99,331,681,733,1,1,1
Khamani Alexander,190388,HB,APP STATE,Appalachian State,Appalachian State,1,4,0,0,0,0,0,14,0,0,0,11,0,0,0,108,0,2,70.9,59.2,68.9,0,0,56.6,59.8,0,6,0,0,0,4,4,0,0,0,4,0,14,11,2.75,3.5,0,2,1113,785,843,562,562,562,799,264,415,781,734,901,812,995,640,584,1058,1034,334,593,656,996,1181,954,685,708,756,1152,246,251,742,956,550,861,796,612,869,681,637,1,1,1
Elijah Metcalf,145307,WR,SO MISS,Southern Miss,Southern Miss,5,4,2,1,65.4,17,0,26,1,1,2,10,41.7,1,1,296,0,2,79.9,62.8,82.1,0,0,63.8,58.1,52.2,17,0,144,14,124,80,0,0,18,18,0,26,10,2.5,6.5,1.16,0,4,785,498,299,95,464,678,80,257,455,754,595,545,721,640,131,889,168,334,593,343,1104,1073,489,116,97,37,239,246,251,111,475,550,736,816,689,281,355,899,1,1,1
Tyler Brown,170003,WR,CLEMSON,Clemson,Clemson,4,4,2,0,0,0,0,40,1,3,2,18,132.4,2,2,140,0,4,71.3,59.8,81.4,0,44.9,57.5,71.9,59.7,13,1,128,13,109,63,0,0,16,17,0,40,18,4.5,10,1.17,0,312,785,498,562,562,562,571,80,109,455,639,162,414,614,504,555,1029,223,334,429,603,309,723,626,129,110,69,360,246,251,133,499,550,624,698,181,77,351,899,1,1,1081
Cam Fancher,145266,QB,UCF,UCF,UCF,1,4,0,0,0,0,0,-7,0,0,0,3,0,2,2,323,2,0,66.8,66.4,73.4,60.6,0,0,66.7,60,25,0,0,0,0,14,46,2,0,2,0,39,3,0.75,9.8,0,2,1113,785,843,562,562,562,1281,264,415,781,972,901,414,614,954,860,700,801,206,593,934,566,313,312,685,708,927,918,95,164,742,1081,550,629,1010,1173,85,681,637,1,1196,1
Cade Wolford,188243,WR,KENT STATE,Kent State,Kent State,4,4,1,0,0,0,0,10,1,1,1,7,26.9,0,0,201,0,0,71.3,78.8,78.1,0,0,78,65.9,61.4,9,0,238,9,45,24,0,0,13,13,0,10,7,1.75,2.5,5.29,4,312,785,630,562,562,562,878,80,257,574,833,737,812,995,954,555,161,494,334,593,64,608,191,812,56,191,315,750,246,251,170,600,550,937,887,968,1020,15,529,1,1,1
Terrence Smith,188214,WR,UCONN,Connecticut,Connecticut,5,4,1,0,0,0,0,13,0,1,1,5,35.7,0,2,146,0,0,71.3,65.5,72.5,0,0,58.7,68.5,59.9,8,0,12,3,9,6,0,0,3,7,1,13,5,1.25,3.3,1.33,3,4,785,630,562,562,562,815,264,257,574,896,653,812,614,954,555,750,867,334,593,544,466,704,861,545,435,646,1082,246,251,486,802,284,875,944,1069,902,307,585,1,1,1
Allen Middleton,171504,WR,BOWL GREEN,Bowling Green,Bowling Green,5,4,1,0,0,0,0,12,0,0,1,7,21.9,0,0,122,0,4,75.9,50.3,81.5,0,0,50.3,60.8,49.3,7,0,19,4,91,63,0,0,8,8,0,12,7,1.75,3,0.21,0,4,785,630,562,562,562,831,264,415,574,833,778,812,995,504,312,1254,215,334,593,839,925,1102,907,481,371,118,360,246,251,269,761,550,893,887,968,936,645,899,1,1,1
Jake Rendina,171009,HB,ARMY,Army,Army,3,4,1,0,0,0,0,13,0,0,1,7,43.8,0,1,114,0,3,68.6,60.6,75.3,0,73.6,0,63,53.5,6,0,0,0,0,21,0,0,0,4,0,13,7,1.75,3.3,0,0,761,785,630,562,562,562,815,264,415,574,833,575,812,721,565,724,980,682,334,154,934,800,1053,954,685,708,927,789,246,251,742,956,550,875,887,968,902,681,899,1,1,1
Gabriel Benyard,147969,WR,KENNESAW,Kennesaw State,Kennesaw State,5,4,0,1,39.5,15,0,38,1,2,0,33,63.5,1,1,200,0,3,78.3,79.2,41.1,0,61.1,81.7,69.2,50.6,15,1,363,22,140,135,0,0,34,26,0,38,33,8.25,9.5,2.59,0,4,785,843,299,272,519,580,80,167,781,495,416,545,721,565,195,152,1199,334,332,38,430,1092,553,11,23,22,52,246,251,15,318,550,636,541,37,90,97,899,1,1,1081
Mason Welch,189830,QB,LA TECH,Louisiana Tech,Louisiana Tech,2,4,0,0,0,0,0,9,0,0,0,3,0,0,1,208,0,2,68.6,65.8,69.4,0,0,0,63.2,60,6,0,0,0,0,6,0,0,0,4,0,9,3,0.75,2.3,0,0,939,785,843,562,562,562,894,264,415,781,972,901,812,721,640,724,735,1010,334,593,934,755,313,954,685,708,927,1082,246,251,742,956,550,950,1010,1173,1040,681,899,1,1,1
Grayson Loftis,170054,QB,CHARLOTTE,Charlotte,Charlotte,3,4,1,0,0,0,0,10,0,0,1,9,100,0,0,136,1,0,71.1,63.2,77.3,62.3,0,0,61.1,60,8,0,0,0,0,18,8,1,0,3,0,18,9,2.25,4.5,0,1,761,785,630,562,562,562,878,264,415,574,775,255,812,995,954,574,874,557,189,593,934,914,313,861,685,708,927,842,200,192,742,1009,550,816,836,784,653,681,733,1,1008,1
Zachariah Branch,174142,WR,GEORGIA,Georgia,Georgia,4,4,3,0,0,0,0,7,2,5,3,14,155.6,1,1,173,0,2,77.9,74,81.2,0,0,75.3,56,61.1,10,0,216,14,79,52,0,0,22,18,0,7,14,3.5,1.8,2.73,0,312,785,418,562,562,562,940,18,42,369,688,130,545,721,640,218,318,244,334,593,100,1215,202,770,71,97,147,431,246,251,72,475,550,990,745,351,1118,87,899,1,1,1
Noah Gillon,198101,QB,APP STATE,Appalachian State,Appalachian State,2,4,2,0,0,0,0,0,0,0,0,0,100,0,1,108,0,0,68.6,41.3,10.6,43.1,0,0,56.1,60,7,1,0,0,0,10,12,4,0,0,0,12,11,2.75,3,0,0,939,785,498,562,562,562,1152,264,415,781,1180,255,812,721,954,724,1292,1253,311,593,934,1211,313,907,685,708,927,986,179,126,742,1296,550,893,796,612,936,681,899,1,1,1081
Nate Rogers,190774,QB,UAB,UAB,UAB,3,4,1,0,0,0,0,15,0,0,1,18,200,0,1,321,0,1,67.6,74.6,68.1,0,0,0,68.6,0,8,0,0,0,0,3,8,1,0,3,1,23,21,5.25,5.8,0,2,761,785,630,562,562,562,785,264,415,574,639,89,812,721,765,803,299,1061,334,593,934,462,1181,861,685,708,927,1186,200,192,742,1009,284,762,654,122,389,681,637,1,1,1
Bo MacCormack III,207813,HB,BOSTON COL,Boston College,Boston College,2,4,0,0,0,0,0,9,0,0,0,4,0,0,1,121,0,2,71.8,65,70.5,0,21.2,56.7,66.6,0,5,0,0,0,4,4,0,0,0,4,1,9,4,1,2.3,0,2,939,785,843,562,562,562,894,264,415,781,933,901,812,721,640,531,779,960,334,542,646,576,1181,1004,685,708,756,1152,246,251,742,956,284,950,985,1088,1040,681,637,1,1,1
Iverson Young,173889,HB,MO STATE,Missouri State,Missouri State,2,4,2,1,95.2,20,0,21,0,1,2,17,255,1,1,230,0,1,68.9,69.3,71.6,0,0,77.7,65.8,60,20,0,8,1,2,6,0,0,1,5,0,21,17,4.25,5.3,4,3,939,785,498,299,35,416,721,264,257,455,658,60,545,721,765,709,544,904,334,593,69,614,313,419,587,580,812,1082,246,251,613,895,550,784,715,218,471,29,585,1,1,1
Maguire Martin,186434,QB,AIR FORCE,Air Force,Air Force,1,4,0,0,0,0,0,11,0,0,0,4,0,0,4,101,0,1,68.6,89,72,0,0,0,77.8,60,4,0,0,0,0,18,0,0,0,4,1,11,4,1,2.8,0,0,1113,785,843,562,562,562,852,264,415,781,933,901,812,461,765,724,35,886,334,593,934,138,313,1060,685,708,927,842,246,251,742,956,284,915,985,1088,991,681,899,1,1,1
Jacob Conover,70963,QB,UTAH ST,Utah State,Utah State,2,4,1,0,0,0,0,3,0,0,1,4,44.4,0,0,329,0,0,69,57.8,74.1,56.8,63.8,54.3,61.6,60,6,0,0,0,1,13,1,1,0,3,0,4,7,1.75,1,0,1,939,785,630,562,562,562,1067,264,415,574,933,567,812,995,954,702,1106,758,252,301,764,895,313,954,685,708,843,936,239,192,742,1009,550,1072,887,968,1143,681,733,1,1,1
Julian Lewis,198304,QB,COLORADO,Colorado,Colorado,1,4,0,0,0,0,0,-4,0,0,0,0,0,0,0,143,0,0,68,64.7,71.6,68.7,0,0,57.2,60,1,0,0,0,0,10,1,1,0,3,0,-3,7,1.75,-0.8,0,0,1113,785,843,562,562,562,1258,264,415,781,1180,901,812,995,954,771,797,904,149,593,934,1177,313,1175,685,708,927,986,239,192,742,1009,550,1265,887,968,1230,681,899,1,1,1
