player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,Team,teamid,2025 Team,rank_player_game_count,rank_assists,rank_batted_passes,rank_forced_fumbles,rank_fumble_recoveries,rank_fumble_recovery_touchdowns,rank_grades_coverage_defense,rank_grades_defense,rank_grades_defense_penalty,rank_grades_pass_rush_defense,rank_grades_run_defense,rank_grades_tackle,rank_hits,rank_hurries,rank_interception_touchdowns,rank_interceptions,rank_longest,rank_pass_break_ups,rank_sacks,rank_safeties,rank_snap_counts_box,rank_snap_counts_corner,rank_snap_counts_coverage,rank_snap_counts_defense,rank_snap_counts_dl,rank_snap_counts_dl_a_gap,rank_snap_counts_dl_b_gap,rank_snap_counts_dl_outside_t,rank_snap_counts_dl_over_t,rank_snap_counts_fs,rank_snap_counts_offball,rank_snap_counts_pass_rush,rank_snap_counts_run_defense,rank_snap_counts_slot,rank_stops,rank_tackles,rank_tackles_for_loss,rank_targets,rank_total_pressures,rank_catch_rate,rank_declined_penalties,rank_missed_tackle_rate,rank_missed_tackles,rank_penalties,rank_qb_rating_against,rank_receptions,rank_touchdowns,rank_yards,rank_yards_after_catch,rank_yards_per_reception
Zach Cody,186462,CB,COAST CAR,4,0,0,40,0,0,141,0,0,71,63.3,78.5,0,29.9,47.3,0,0,0,0,7,25,1,1,0,47.9,2,0,0,4,87,49,93,1,0,0,1,0,1,92,0,44,0,1,3,1,5,0,0,6,11,3,Coastal Carolina,141,Coastal Carolina,2805,3291,425,428,341,32,588,2613,1900,3662,4521,3403,1190,2336,66,505,2144,425,1154,16,2368,410,1451,2495,3183,890,1455,2550,1394,1112,1460,3637,2437,2490,2947,2761,700,1436,2602,2226,1,3759,1727,1,2280,2567,1,2288,2808,2214
Ibrahim Diawara,186466,ED,COAST CAR,6,0,0,0,0,1,141,0,0,59.8,71.7,80.2,82.4,53.8,48.8,2,5,0,0,0,50,1,0,0,0,0,2,0,0,0,0,90,90,0,11,67,12,0,0,50,40,0,3,1,0,0,9,0,0,0,0,Coastal Carolina,141,Coastal Carolina,199,3291,425,64,341,32,2718,982,1452,106,3950,3334,226,461,66,505,2413,1002,188,16,3165,1473,3462,2537,1032,890,936,539,580,1376,3417,996,2547,2490,2065,3496,1707,2628,350,1,1,4357,1727,1,1,1,1,29,17,29
Cohen Fuller,186467,DI,UNLV,6,4,0,0,0,0,325,0,0,60,53.9,0,64.5,54.5,47.1,0,2,0,0,0,10,1,0,2,0,0,0,0,1,0,0,112,111,2,97,0,12,0,1,53,59,0,3,5,1,0,2,0,0,0,0,UNLV,325,UNLV,199,1027,425,428,341,32,2326,4004,4253,1213,3896,3417,1190,1135,66,505,2413,1002,1154,16,2802,1473,3462,2271,900,716,313,3016,580,1376,3120,950,2027,2490,2065,2272,700,2628,1480,1,1,2262,1727,4109,1,1,1,29,17,29
Jaitlin Hampton,186470,CB,LA TECH,4,0,0,0,0,0,208,0,0,69,69.4,73.5,0,60,28.3,0,0,0,0,0,50,1,1,0,39.6,0,0,0,0,20,16,21,0,0,0,0,0,0,21,0,5,1,1,1,0,1,0,0,0,0,0,Louisiana Tech,208,Louisiana Tech,2805,3291,425,428,341,32,771,1353,2950,3662,3157,3979,1190,2336,66,505,2413,425,1154,16,3165,637,2094,3749,3532,890,1455,3016,1394,1376,2235,3637,4141,2208,2947,3496,1707,2167,2602,1,1,4357,1727,1,2023,1,1,29,17,29
Se'Von McDowell,186481,S,COAST CAR,4,2,0,80,0,0,141,0,0,61.4,65.8,0,59,78.1,40.7,2,4,0,0,16,31.6,6,0,1,89.2,8,0,0,61,0,68,167,15,0,0,15,0,2,152,25,74,89,5,11,0,10,6,0,54,49,6.8,Coastal Carolina,141,Coastal Carolina,2805,1851,425,428,341,32,1977,2064,4253,2270,424,3652,226,625,66,505,1517,1002,1154,16,835,1473,1233,1657,1920,890,1455,1133,1394,970,1102,1468,1669,170,1426,1201,1707,917,637,3612,1,4103,4173,3245,3167,3714,1,3327,3877,2599
Deondre Shepherd,186491,S,BALL ST,3,2,0,100,0,0,117,0,0,59.3,57.7,78,59.6,54.4,42.2,0,0,0,0,13,30.8,4,0,0,118.8,1,0,0,61,1,51,95,0,0,0,0,0,17,95,1,43,16,1,7,1,1,0,0,13,9,13,Ball State,117,Ball State,3247,1851,425,428,341,32,2792,3595,2028,2090,3905,3604,1190,2336,66,505,1767,1002,1154,16,835,1128,1423,2468,3532,890,1455,3016,1394,569,1437,3256,2466,1006,2947,1823,700,2167,2602,3917,1,4084,3689,1,4013,2104,1,2526,2708,3783
Myles Woods,186498,S,COAST CAR,6,4,0,40,0,0,141,0,0,59.5,63.6,83.2,0,71.5,59.3,0,0,0,1,48,16.7,3,1,0,51.5,6,0,0,105,0,140,271,0,0,0,0,0,104,271,0,131,62,2,11,0,15,0,1,78,31,13,Coastal Carolina,141,Coastal Carolina,199,1027,425,428,341,32,2751,2540,523,3662,1129,2669,1190,2336,66,109,243,425,1154,16,549,1473,560,690,3532,890,1455,3016,1394,209,521,3637,503,275,2445,1201,1707,523,2602,2226,1,3015,3309,1,2317,3416,3728,3658,3490,3783
Aiden Benton,186504,ED,APP STATE,6,7,0,100,0,1,108,0,0,48.8,73.9,83.5,74.6,68.9,61.9,0,10,0,0,13,13.3,2,0,0,118.8,1,3,0,3,0,4,181,178,0,18,149,11,0,3,116,61,0,7,6,0,1,13,0,13,6,13,Appalachian State,108,Appalachian State,199,389,425,64,341,32,3647,695,441,361,1543,2513,1190,128,66,505,1767,1002,83,16,2480,1473,2812,1526,499,890,812,240,618,1376,2932,275,1972,2490,949,2051,1707,2167,171,3917,1,2671,2682,1,4013,2104,1,2526,2516,3783
Julien Laventure,186744,DI,AKRON,7,5,0,0,1,0,102,0,0,0,70.9,60.4,69.1,69.5,28.7,5,14,0,0,0,29.4,5,0,1,0,0,2,0,3,0,0,381,378,12,295,23,48,0,3,200,181,0,8,7,3,0,21,0,0,0,0,Akron,102,Akron,1,738,425,428,341,32,3918,1099,3673,709,1447,3959,22,33,66,505,2413,1002,188,16,2480,1473,3462,86,3,434,1,922,142,1376,2932,3,77,2490,763,1823,116,2628,32,1,4332,4055,3975,3245,1,1,1,29,17,29
Naquan Crowder,186758,ED,MARSHALL,6,5,0,0,0,0,214,0,0,0,75.9,27.6,59.8,85,80.7,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,144,144,8,9,18,109,0,0,71,73,0,3,7,0,0,4,0,0,0,0,Marshall,0,Marshall,199,738,425,428,341,32,3918,496,3950,2040,106,423,1190,854,66,505,2413,1002,433,16,3165,1473,3462,1902,695,500,994,1031,16,1376,3417,738,1687,2490,2065,1823,1707,2628,965,1,1,1,1,3245,1,1,1,29,17,29
Rashan Murray,186770,CB,PITTSBURGH,2,0,0,0,0,0,268,0,0,57.7,59.1,76.1,0,63.6,74.2,0,0,0,0,0,0,0,1,2,39.6,0,0,0,0,44,20,44,0,0,0,0,0,0,44,0,24,0,0,1,0,1,0,0,0,0,0,Pittsburgh,268,Pittsburgh,3692,3291,425,428,341,32,2977,3407,2459,3662,2454,1352,1190,2336,66,505,2413,425,1154,16,3165,513,1962,3202,3532,890,1455,3016,1394,1376,1854,3637,3057,2490,3617,3496,1707,2167,2602,1,1,1,1,4109,2023,1,1,29,17,29
Charles Calhoun,186902,ED,TEMPLE,6,2,0,0,0,0,306,0,0,68.3,65.9,8.8,74.5,53,49.3,2,2,0,0,0,20,1,0,1,0,0,1,0,1,0,0,76,74,0,0,72,2,0,2,43,33,1,3,2,0,0,5,0,0,0,0,Temple,306,Temple,199,1851,425,428,341,32,838,2038,4181,370,4014,3301,226,1135,66,505,2413,1002,433,16,2802,1473,3462,2713,1133,890,1455,507,1074,1376,2999,1102,2743,2208,2065,3090,1707,2628,780,1,1,3355,1727,3245,1,1,1,29,17,29
Jordan Mack,187309,DI,COAST CAR,6,1,0,0,0,0,141,0,0,0,72.4,80.5,74,66.1,35.9,1,4,0,0,0,33.3,1,0,0,0,0,0,0,0,0,0,89,89,83,5,0,1,0,0,46,43,0,1,1,0,0,5,0,0,0,0,Coastal Carolina,141,Coastal Carolina,199,2423,425,428,341,32,3918,873,1361,385,1998,3793,489,625,66,505,2413,1002,1154,16,3165,1473,3462,2547,1039,69,1123,3016,1184,1376,3417,1049,2466,2490,2947,3496,1707,2628,780,1,1,4117,1727,1,1,1,1,29,17,29
Donte Harrison,187378,CB,N ILLINOIS,6,3,0,54.2,0,0,254,0,0,77,79.2,82.6,0,82.4,80.1,0,0,0,1,19,4.8,1,2,0,66.8,13,0,0,16,282,155,308,3,0,0,3,0,7,305,0,153,0,7,17,1,24,0,1,133,36,10.2,Northern Illinois,254,Northern Illinois,199,1362,425,428,341,32,225,269,716,3662,188,489,1190,2336,66,109,1310,179,1154,16,1610,87,411,423,2771,890,1455,2016,1394,724,337,3637,247,2490,949,658,700,135,2602,2600,1,1784,1727,1,2563,4225,3728,4148,3594,3294
Miles Greer,187426,S,BUFFALO,6,7,0,64.3,0,0,126,1,0,75.5,77.8,84,62.2,80.7,84,1,0,0,0,11,5.3,2,2,2,71.1,9,1,0,150,1,181,340,15,0,0,15,0,73,325,6,153,100,13,29,1,14,2,0,52,43,5.8,Buffalo,126,Buffalo,199,389,425,428,23,32,289,348,337,1533,257,165,489,2336,66,505,1909,179,433,16,339,1128,209,235,1920,890,1455,1133,1394,302,235,2348,247,141,283,141,700,595,1480,2931,1,1808,2682,4109,2647,3826,1,3288,3760,2449
Pooh Lawton,187529,S,TEMPLE,5,6,0,100,0,0,306,0,0,49.7,53.8,78.5,0,62.6,72.8,0,0,0,0,18,8.3,1,0,0,154.9,3,0,0,45,0,37,78,0,0,0,0,0,12,78,0,41,21,2,5,1,3,0,1,35,11,11.7,Temple,306,Temple,2191,539,425,428,341,32,3604,4014,1900,3662,2632,1637,1190,2336,66,505,1383,1002,1154,16,1015,1473,1630,2685,3532,890,1455,3016,1394,627,1567,3637,2522,851,2445,2272,700,1712,2602,3917,1,2057,1727,1,4472,2868,3728,3022,2808,3595
Traevon Mitchell,187601,DI,USF,6,3,0,0,0,0,327,0,0,62.1,75.6,45.9,74.5,73,68,1,14,0,0,0,8.3,1,0,1,0,0,2,0,0,0,3,201,201,63,130,0,8,0,0,137,61,0,8,8,2,0,17,0,0,0,0,USF,327,USF,199,1362,425,428,341,32,1804,519,3773,370,947,2103,489,33,66,505,2413,1002,188,16,3165,1473,2930,1313,357,103,192,3016,713,1376,3417,140,1972,2490,763,1653,294,2628,74,1,1,2057,1727,3245,1,1,1,29,17,29
Demarcus Hendricks,187816,ED,ARK STATE,6,7,0,100,0,0,113,1,0,70,60.3,82.9,48.7,63.7,42.9,1,6,0,0,6,23.5,4,0,0,91.7,1,0,0,1,0,5,199,197,0,10,145,42,0,2,88,106,1,5,6,2,1,7,0,6,0,6,Arkansas State,113,Arkansas State,199,389,425,428,23,32,686,3202,619,3605,2432,3579,489,354,66,505,2196,1002,1154,16,2802,1473,2709,1336,385,890,966,247,177,1376,2999,543,987,2208,1426,2051,294,2167,512,3917,1,3719,3689,1,3226,2104,1,2288,17,2460
Cody Sigler,188019,DI,ARK STATE,4,3,2,0,0,0,113,0,0,0,71.5,80,61,75.2,66,0,3,0,0,0,10,1,0,0,0,0,1,0,1,0,0,160,159,10,102,6,41,0,1,83,77,0,6,6,0,0,4,0,0,0,0,Arkansas State,113,Arkansas State,2805,1362,14,428,341,32,3918,1015,1501,1706,709,2240,1190,854,66,505,2413,1002,433,16,2802,1473,3462,1732,609,471,297,1627,186,1376,3120,595,1589,2490,1185,2051,1707,2628,965,1,1,2262,1727,1,1,1,1,29,17,29
Qua Moss,188077,S,KANSAS ST,7,2,0,55.2,0,1,199,0,0,74.5,72.3,82.8,71.3,62.9,74.1,1,0,0,2,52,14.8,4,2,1,41.6,16,1,0,97,44,183,320,9,0,0,9,0,1,311,7,130,169,10,21,3,29,2,0,155,81,9.7,Kansas State,199,Kansas State,1,1851,425,64,341,32,333,887,649,538,2579,1386,489,2336,66,20,196,179,433,16,597,513,197,337,2216,890,1455,1394,1394,1112,302,2250,517,56,521,425,116,56,1480,2624,1,2872,3689,3245,2219,4395,1,4266,4279,3166
Demetrius Ballard,188134,ED,BUFFALO,6,2,0,100,0,0,126,0,0,60.3,73.7,20.6,71.7,73.3,63.1,2,2,0,0,7,14.3,1,0,1,95.8,1,0,0,1,0,2,108,107,0,2,73,32,0,1,51,55,0,1,4,1,1,4,0,7,12,7,Buffalo,126,Buffalo,199,1851,425,428,341,32,2259,715,4052,505,914,2435,226,1135,66,505,2144,1002,1154,16,2802,1473,3050,2328,927,890,1272,501,264,1376,3120,981,2143,2490,2947,2501,700,2167,965,3917,1,2736,1727,3245,3400,2104,1,2329,2847,2629
Kobi Blackwell,188135,CB,BUFFALO,5,1,0,62.5,0,0,126,0,0,81,79.2,80.2,0,62.5,82,0,0,0,0,15,0,0,3,0,72.4,5,0,0,5,123,78,134,4,0,0,4,0,0,130,0,56,2,3,6,0,8,0,0,35,10,7,Buffalo,126,Buffalo,2191,2423,425,428,341,32,116,269,1452,3662,2653,306,1190,2336,66,505,1592,64,1154,16,2273,354,1145,2030,2663,890,1455,1871,1394,1376,1232,3637,2115,2022,2065,2051,1707,1101,2602,2855,1,1,1,1,2673,3258,1,3022,2758,2629
Will Clark,188137,ED,BUFFALO,1,0,0,0,0,0,126,0,0,0,60.2,65.9,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Buffalo,126,Buffalo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mikey Crawford,188140,CB,BUFFALO,1,0,0,100,0,0,126,0,0,64.3,65.4,69.3,0,0,74.2,0,0,0,0,7,0,0,0,0,95.8,1,0,0,0,2,3,3,1,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,7,1,7,Buffalo,126,Buffalo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronnell Davis,188141,S,BUFFALO,1,0,0,0,0,0,126,0,0,64.2,64.5,73.4,0,61.8,76,0,0,0,0,0,0,0,0,0,39.6,0,0,0,6,0,8,17,0,0,0,0,0,0,17,0,9,11,1,2,0,1,0,0,0,0,0,Buffalo,126,Buffalo,4155,3291,425,428,341,32,1382,2335,2962,3662,2778,1084,1190,2336,66,505,2413,1002,1154,16,2184,1473,2485,3871,3532,890,1455,3016,1394,1376,2333,3637,3806,1222,2947,3090,1707,2167,2602,1,1,1,1,1,2023,1,1,29,17,29
John Keough,188146,S,BUFFALO,3,2,0,0,0,0,126,0,0,65.5,68.3,76.1,0,69.2,80.7,0,0,0,0,0,0,0,0,0,39.6,0,0,0,12,0,20,33,1,0,0,1,0,14,32,0,13,6,0,1,0,1,0,0,0,0,0,Buffalo,126,Buffalo,3247,1851,425,428,341,32,1166,1549,2459,3662,1491,423,1190,2336,66,505,2413,1002,1154,16,1797,1473,1962,3415,3183,890,1455,2550,1394,604,2011,3637,3533,1528,3617,3496,1707,2167,2602,1,1,1,1,1,2023,1,1,29,17,29
Shamar Riser-Pressley,188155,ED,BUFFALO,3,1,0,0,0,0,126,0,0,0,60.1,73.3,54.6,63.9,74.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,8,1,0,0,5,4,0,0,1,0,0,0,0,0,0,0,Buffalo,126,Buffalo,3247,2423,425,428,341,32,3918,3242,2977,3295,2390,1386,1190,2336,66,505,2413,1002,1154,16,3165,1473,3462,4221,2216,890,1455,1470,1184,1376,3417,2454,4238,2490,3617,3496,1707,2628,2602,1,1,1,1,1,1,1,1,29,17,29
Brooklyn Cheek,188168,S,WYOMING,1,0,0,25,0,0,351,0,0,63.2,64.1,79.6,56.6,66.6,83.5,0,0,0,0,9,0,0,0,0,39.6,1,0,0,16,0,58,85,0,0,0,0,0,59,85,2,25,10,1,5,0,4,0,0,9,5,9,Wyoming,351,Wyoming,4155,3291,425,428,341,32,1562,2426,1609,2898,1913,191,1190,2336,66,505,2033,1002,1154,16,1610,1473,1340,2607,3532,890,1455,3016,1394,347,1522,3007,3008,1276,2947,2272,1707,1568,2602,2113,1,1,1,1,2023,2104,1,2399,2457,3011
Khamani Hudson,188171,CB,CAL,1,0,0,0,0,0,130,0,0,0,60,64.5,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,California,130,California,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael-Anthony Okwura,188178,DI,CAL,4,0,0,0,0,0,130,0,0,0,61.6,72.1,58,62.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,15,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,California,130,California,2805,3291,425,428,341,32,3918,2959,3186,2558,2708,4198,1190,2336,66,505,2413,1002,1154,16,3165,1473,3462,3940,1920,890,848,3016,1394,1376,3417,2454,3722,2490,3617,3974,1707,2628,2602,1,1,1,1,1,1,1,1,29,17,29
Lendric Barber,188185,ED,CINCINNATI,1,0,0,0,0,0,138,0,0,0,63.3,69.5,65.3,57.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,1,5,0,0,2,5,0,0,0,0,0,1,0,0,0,0,Cincinnati,138,Cincinnati,4155,3291,425,428,341,32,3918,2613,3523,1093,3612,4198,1190,1587,66,505,2413,1002,1154,16,3165,1473,3462,4332,2348,890,1350,2550,858,1376,3417,3007,4141,2490,3617,3974,1707,2628,1908,1,1,1,1,1,1,1,1,29,17,29
Daniel James,188190,CB,CINCINNATI,5,1,0,80,0,0,138,0,0,68.3,64.8,0,0,55.9,80.7,0,0,0,0,24,0,0,0,1,116.7,4,0,0,25,127,93,155,3,0,0,3,0,0,152,0,62,0,0,4,0,5,0,0,60,8,15,Cincinnati,138,Cincinnati,2191,2423,425,428,341,32,838,2268,4253,3662,3767,423,1190,2336,66,505,985,1002,1154,16,1348,344,999,1785,2771,890,1455,2016,1394,1376,1102,3637,1945,2490,3617,2501,1707,1436,2602,3612,1,1,1,3245,3962,3068,1,3422,2645,4030
George Leibold,188193,LB,CINCINNATI,1,1,0,100,0,0,138,0,0,64.2,80.4,72.5,0,69.2,78,0,0,0,0,1,0,0,0,0,79.2,1,0,0,8,0,1,11,3,0,0,3,0,0,8,0,10,0,2,2,0,1,0,0,1,3,1,Cincinnati,138,Cincinnati,4155,2423,425,428,341,32,1382,213,3135,3662,1491,763,1190,2336,66,505,2397,1002,1154,16,2046,1473,3176,4123,2771,890,1455,2016,1394,1376,2641,3637,3722,2490,2445,3090,1707,2167,2602,3917,1,1,1,1,2794,2104,1,2145,2349,2150
Marquaze Parker,188195,ED,CINCINNATI,6,3,0,0,0,0,138,0,0,68.1,66.9,83.4,58.2,70.1,50,1,8,0,0,0,23.1,3,0,0,0,0,0,0,3,0,1,170,167,0,2,134,31,0,3,105,64,0,5,7,2,0,9,0,0,0,0,Cincinnati,138,Cincinnati,199,1362,425,428,341,32,855,1854,467,2502,1352,3259,489,208,66,505,2413,1002,1154,16,2480,1473,3176,1633,563,890,1272,278,275,1376,2932,357,1891,2490,1426,1823,294,2628,350,1,1,3688,3309,1,1,1,1,29,17,29
Drew Robinson,188198,S,CINCINNATI,1,0,0,0,0,0,138,0,0,60,60,65.4,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Cincinnati,138,Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marqavious Saboor,188199,S,CINCINNATI,1,3,0,0,0,0,138,0,0,69.2,74.2,72.2,0,70.4,81.5,0,0,0,0,0,0,0,0,0,39.6,0,0,0,18,0,2,19,0,0,0,0,0,1,19,0,17,0,1,1,0,1,0,0,0,0,0,Cincinnati,138,Cincinnati,4155,1362,425,428,341,32,750,663,3176,3662,1298,349,1190,2336,66,505,2413,1002,1154,16,1540,1473,3050,3810,3532,890,1455,3016,1394,1112,2284,3637,3338,2490,2947,3496,1707,2167,2602,1,1,1,1,1,2023,1,1,29,17,29
Montay Weedon,188203,LB,CINCINNATI,6,3,0,87.5,0,0,138,0,0,63.6,57.5,82.8,52,48.6,39.6,0,2,0,0,30,33.3,6,0,0,96.9,7,0,0,55,0,81,156,28,0,0,28,0,2,128,16,59,71,6,9,1,8,2,0,58,56,8.3,Cincinnati,138,Cincinnati,199,1362,425,428,341,32,1498,3623,649,3526,4255,3682,1190,1135,66,505,725,1002,1154,16,901,1473,1105,1771,1601,890,1455,845,1394,970,1239,1757,2027,228,1185,1468,700,1101,1480,3834,1,4117,4173,1,3465,3582,1,3387,4005,2876
Antonio Bottiggi,188220,ED,KENT STATE,5,0,0,0,0,0,201,0,0,60,61.3,79.2,60.6,59.9,25.7,0,0,0,0,0,50,2,0,0,0,0,0,0,0,0,1,69,69,0,1,52,16,0,0,31,37,0,1,2,1,0,0,0,0,0,0,Kent State,201,Kent State,2191,3291,425,428,341,32,2326,3021,1711,1755,3315,4097,1190,2336,66,505,2413,1002,1154,16,3165,1473,3176,2808,1180,890,1350,623,484,1376,3417,1330,2635,2490,2947,3090,700,2628,2602,1,1,4357,2682,1,1,1,1,29,17,29
Nylan Brown,188221,LB,KENT STATE,6,5,0,100,0,0,201,0,0,59.4,60.3,79.9,65.7,58.4,39.4,1,1,0,0,20,25.9,7,0,0,107.6,6,0,0,148,0,55,170,6,0,0,6,0,0,164,15,100,16,10,15,2,6,2,0,59,19,9.8,Kent State,201,Kent State,199,738,425,428,341,32,2768,3202,1531,1043,3511,3690,489,1587,66,505,1229,1002,1154,16,345,1473,1378,1633,2416,890,1455,1627,1394,1376,1045,1795,1107,1006,521,808,294,1327,1480,3917,1,3919,4311,1,3762,3416,1,3404,3140,3191
Martell Buchanan,188222,S,KENT STATE,1,0,0,0,0,0,201,0,0,62.4,51.5,0,0,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,7,0,0,0,0,0,6,7,0,3,1,0,0,0,0,0,0,0,0,0,Kent State,201,Kent State,4155,3291,425,428,341,32,1733,4175,4253,3662,3157,4198,1190,2336,66,505,2413,1002,1154,16,3165,1473,2812,4332,3532,890,1455,3016,1394,748,2689,3637,4353,2208,3617,3974,1707,2628,2602,1,1,1,1,3245,1,1,1,29,17,29
Aiden Burgess,188223,DI,KENT STATE,6,4,0,0,0,0,201,0,0,61.1,60.1,78.1,52.5,61.7,55.3,0,1,0,0,0,14.3,1,0,0,0,0,0,0,0,0,0,81,81,15,57,0,9,0,0,33,48,0,1,2,0,0,1,0,0,0,0,Kent State,201,Kent State,199,1027,425,428,341,32,2065,3242,2005,3498,2799,2934,1190,1587,66,505,2413,1002,1154,16,3165,1473,3462,2651,1078,387,504,3016,682,1376,3417,1286,2336,2490,2947,3090,1707,2628,1908,1,1,2736,1727,1,1,1,1,29,17,29
Josue Cordoba,188224,DI,KENT STATE,6,3,0,0,0,0,201,0,0,0,68.2,78.2,57.1,70.9,77.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,78,16,59,0,3,0,0,29,49,0,2,4,0,0,0,0,0,0,0,Kent State,201,Kent State,199,1362,425,428,341,32,3918,1569,1983,2774,1218,892,1190,2336,66,505,2413,1002,1154,16,3165,1473,3462,2685,1107,369,491,3016,995,1376,3417,1364,2308,2490,2445,2501,1707,2628,2602,1,1,1,1,1,1,1,1,29,17,29
Jaire Rawlison,188236,CB,KENT STATE,6,1,0,57.6,0,0,201,0,0,66.1,67.8,18,79.8,71.1,85.8,1,0,0,0,65,3.1,1,2,4,119.3,19,1,0,17,312,192,332,3,0,0,3,0,0,329,3,137,0,9,30,2,33,2,4,235,35,12.4,Kent State,201,Kent State,199,2423,425,428,341,32,1080,1654,4086,150,1198,91,489,2336,66,505,85,179,433,16,1580,43,143,270,2771,890,1455,2016,1394,1376,221,2783,435,2490,630,122,294,28,1480,2714,1,1738,1727,4506,4188,4483,4536,4472,3566,3693
Clinton Robinson,188238,S,KENT STATE,5,0,0,0,0,0,201,0,0,71.2,70.8,77.9,57.6,67.9,78.2,0,0,0,1,0,33.3,1,0,0,0,0,0,0,22,0,24,57,5,0,0,5,0,26,52,3,30,4,0,2,0,0,0,0,0,0,0,Kent State,201,Kent State,2191,3291,425,428,341,32,569,1108,2054,2646,1708,736,1190,2336,66,109,2413,1002,1154,16,1408,1473,1855,2978,2529,890,1455,1734,1394,495,1766,2783,2836,1729,3617,3090,1707,2628,2602,1,1,4117,1727,1,1,1,1,29,17,29
Jaihien Roy,188239,ED,KENT STATE,6,1,1,0,0,0,201,0,0,70.7,67.7,83.9,62.8,64.7,79.8,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,6,141,140,0,2,119,19,0,1,72,63,1,2,4,0,0,7,0,0,0,0,Kent State,201,Kent State,199,2423,66,428,341,32,612,1664,357,1454,2253,523,226,625,66,505,2413,1002,433,16,3165,1473,2633,1942,727,890,1272,328,437,1376,3120,724,1916,2208,2445,2501,1707,2628,512,1,1,1,1,1,1,1,1,29,17,29
Keyshawn Flowers,188247,LB,MARYLAND,4,2,0,80,0,0,215,0,0,70.3,68.7,78.1,63.2,58.9,67.4,0,0,0,0,15,10,1,0,0,90.8,4,1,0,81,1,54,85,0,0,0,0,0,0,85,7,24,3,5,7,0,5,1,0,29,15,7.3,Maryland,215,Maryland,2805,1851,425,428,341,32,650,1469,2005,1413,3441,2141,1190,2336,66,505,1592,1002,433,16,688,1128,1391,2607,3532,890,1455,3016,1394,1376,1522,2250,3057,1864,1426,1823,1707,1436,1908,3612,1,2262,1727,1,3207,3068,1,2918,2974,2693
Kevyn Humes,188251,CB,MARYLAND,6,1,0,79.2,0,0,215,0,0,69.8,67,86.5,58.3,48.6,27.6,1,0,0,0,26,40,10,1,0,87.7,19,0,0,13,32,184,292,7,0,0,7,0,0,285,8,100,240,7,14,0,24,1,0,121,75,6.4,Maryland,215,Maryland,199,2423,425,428,341,32,699,1830,61,2468,4255,4028,489,2336,66,505,882,425,1154,16,1741,562,190,540,2348,890,1455,1545,1394,1376,446,2147,1107,13,949,895,1707,135,1908,3611,1,4300,4498,1,3119,4483,1,4064,4231,2550
