player,player_id,position,team_name,2025 Team,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,rank_player_game_count,rank_assists,rank_batted_passes,rank_forced_fumbles,rank_fumble_recoveries,rank_fumble_recovery_touchdowns,rank_grades_coverage_defense,rank_grades_defense,rank_grades_defense_penalty,rank_grades_pass_rush_defense,rank_grades_run_defense,rank_grades_tackle,rank_hits,rank_hurries,rank_interception_touchdowns,rank_interceptions,rank_longest,rank_pass_break_ups,rank_sacks,rank_safeties,rank_snap_counts_box,rank_snap_counts_corner,rank_snap_counts_coverage,rank_snap_counts_defense,rank_snap_counts_dl,rank_snap_counts_dl_a_gap,rank_snap_counts_dl_b_gap,rank_snap_counts_dl_outside_t,rank_snap_counts_dl_over_t,rank_snap_counts_fs,rank_snap_counts_offball,rank_snap_counts_pass_rush,rank_snap_counts_run_defense,rank_snap_counts_slot,rank_stops,rank_tackles,rank_tackles_for_loss,rank_targets,rank_total_pressures,rank_catch_rate,rank_declined_penalties,rank_missed_tackle_rate,rank_missed_tackles,rank_penalties,rank_qb_rating_against,rank_receptions,rank_touchdowns,rank_yards,rank_yards_after_catch,rank_yards_per_reception
Mason Woods,148468,LB,KENT STATE,Kent State,3,6,0,80,0,0,201,1,0,57.2,63.2,79.6,55.9,71.4,62.6,0,1,0,0,30,12.5,3,0,0,96.3,8,0,0,116,0,71,132,7,0,0,7,0,0,125,12,49,9,10,15,0,10,1,0,71,92,8.9,73,89,230,214,10,19,2582,2355,875,2676,986,2354,737,943,33,270,387,632,711,10,122,1120,474,613,1926,735,1286,1104,1153,1095,520,1430,929,884,69,110,1063,251,1263,3320,1,2582,3702,1,3363,3972,1,3845,4168,3045
Chantz Harley,148479,CB,JAMES MAD,James Madison,1,0,0,0,0,0,197,0,0,63.1,64.2,69.5,0,61.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,10,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,3554,2533,230,214,166,19,1320,2183,3556,3161,2630,3761,737,1691,33,270,1950,632,711,10,2203,656,2398,3760,3005,735,1286,2407,1153,1095,2233,3142,3595,2115,2999,3465,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Ayden Garnes,148570,CB,ARIZONA,Arizona,3,1,1,50,0,0,109,0,0,70.9,70.3,79.4,63.4,58.3,29.5,0,1,0,0,16,44.4,4,2,0,64.2,6,0,0,3,117,75,122,1,0,0,1,0,0,121,4,43,1,0,4,0,12,1,0,59,22,9.8,73,1489,21,214,166,19,538,1114,957,1143,3202,3464,737,943,33,270,960,48,711,10,2055,144,402,770,2628,735,1286,1929,1153,1095,563,2112,1182,1813,2999,1468,1063,152,1263,2416,1,3935,3944,1,2597,3769,1,3709,3509,3181
Tim Malo,148668,S,HAWAII,Hawaii,1,0,0,0,0,0,180,0,0,60.9,60.5,67.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Bumpus,148670,DI,BOSTON COL,Boston College,1,0,0,0,0,0,121,0,0,0,63.6,72.2,62.4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1,9,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,3554,2533,230,214,166,19,3356,2283,3137,1262,2865,3761,737,1691,33,270,1950,632,711,10,2676,1120,3027,3707,1697,630,793,2407,950,1095,2937,1564,4124,2115,2999,3465,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Hayden McDonald,148735,S,NEVADA,Nevada,3,6,0,75,0,0,239,0,0,50.3,50.2,82.8,0,50.8,43.2,0,0,0,0,75,26.3,5,0,0,156.3,3,0,0,31,0,107,183,1,0,0,1,0,141,182,0,76,10,2,8,0,4,0,1,108,49,36,73,89,230,214,166,19,3033,3883,130,3161,3768,3147,737,1691,33,270,6,632,711,10,787,1120,66,114,2628,735,1286,1929,1153,4,91,3142,198,829,1502,638,1063,964,2030,3189,1,3557,4078,1,4127,3098,3776,4059,3988,4163
Malin White,148771,ED,BUFFALO,Buffalo,3,6,0,50,0,0,126,0,0,56,68.8,82.4,66.1,69.7,75.1,0,4,0,0,16,7.1,1,0,0,77.1,1,2,0,2,0,12,159,156,0,12,73,71,0,3,82,65,0,6,7,1,2,6,0,16,6,16,73,89,230,214,166,19,2676,1342,173,850,1200,1208,737,183,33,270,960,632,44,10,2203,1120,1819,306,30,735,704,210,8,1095,2604,52,413,2115,333,794,305,1412,173,2416,1,2269,2199,1,2788,2198,1,2807,2729,3817
Connor Henderson,148774,LB,BUFFALO,Buffalo,1,1,0,66.7,0,0,126,0,0,55.9,56.6,67.4,0,60.6,75.1,0,0,0,0,16,0,0,0,0,86.8,2,0,0,11,0,9,13,0,0,0,0,0,0,13,0,4,2,0,0,0,3,0,0,21,10,10.5,3554,1489,230,214,166,19,2685,3406,3697,3161,2730,1208,737,1691,33,270,960,632,711,10,1346,1120,1973,3599,3005,735,1286,2407,1153,1095,2121,3142,3832,1593,2999,3465,1063,1175,2030,2926,1,1,1,1,3103,2727,1,2969,2989,3290
Amon Williams,148785,DI,KENT STATE,Kent State,3,3,0,0,1,0,201,0,0,0,61.2,5.6,56.7,68.4,73.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73,73,16,57,0,0,0,0,40,33,0,1,2,0,0,1,0,0,0,0,73,464,230,214,166,19,3356,2728,3842,2521,1369,1587,737,943,33,270,1950,632,711,10,2676,1120,3027,1748,603,203,221,2407,1153,1095,2937,558,1683,2115,2108,2270,1063,2196,1263,1,4086,1,1,3446,1,1,1,37,18,37
Trey Harris,148808,S,SM HOUSTON,Sam Houston State,3,0,0,100,0,0,281,0,0,37.1,43.5,74.1,59.1,62.5,75.3,0,1,0,0,-2,0,0,0,0,79.2,1,0,0,24,0,23,41,0,0,0,0,0,15,41,2,16,2,1,1,0,1,1,0,-2,1,-2,73,2533,230,214,166,19,3320,4076,2716,1939,2372,1163,737,943,33,270,4173,632,711,10,923,1120,1457,2557,3005,735,1286,2407,1153,454,1498,2452,2697,1593,2108,2822,1063,1725,1263,3533,1,1,1,1,2831,2198,1,16,2346,15
Braden Mullen,148849,ED,CHARLOTTE,Charlotte,3,2,1,0,0,0,136,0,0,62.4,57.6,81.3,62,48.7,76.7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,10,106,105,0,0,93,12,0,1,59,37,0,1,2,0,0,2,0,0,0,0,73,855,21,214,166,19,1444,3276,353,1306,3869,911,737,545,33,270,1950,632,711,10,2385,1120,1916,1037,256,735,1286,128,314,1095,2718,210,1469,2115,2108,2270,1063,2196,855,1,1,1,1,1,1,1,1,37,18,37
Zachary Farris,148853,S,UMASS,Massachusetts,2,0,0,100,0,0,216,0,0,71.5,72.1,74.3,0,66.4,78.3,0,0,0,0,8,0,0,0,0,89.6,2,0,0,7,0,6,22,2,0,0,2,0,0,20,0,16,13,1,2,0,2,0,0,11,8,5.5,2465,2533,230,214,166,19,496,847,2661,3161,1670,687,737,1691,33,270,1556,632,711,10,1624,1120,2207,3156,2437,735,1286,1678,1153,1095,1883,3142,2697,681,2108,2270,1063,1412,2030,3533,1,1,1,1,3162,2727,1,2625,2875,2568
Jordan Washington,148854,CB,STANFORD,Stanford,2,0,0,66.7,0,0,300,0,0,55.4,56,76.4,55.4,64.7,82,0,0,0,0,41,0,0,0,0,107.6,4,0,0,0,46,30,46,0,0,0,0,0,0,46,2,14,0,2,7,0,6,0,0,72,20,18,2465,2533,230,214,166,19,2716,3454,2066,2769,1977,284,737,1691,33,270,180,632,711,10,2676,393,1283,2433,3005,735,1286,2407,1153,1095,1434,2452,2848,2115,1502,794,1063,650,2030,2926,1,1,1,1,3560,3382,1,3856,3453,3916
Josiah Green,148866,DI,DUKE,Duke,3,2,0,0,0,0,154,0,0,0,70.7,78.9,58.8,74.6,44.6,2,1,0,0,0,33.3,1,0,0,0,0,1,0,0,0,0,104,104,3,100,0,1,0,0,49,55,0,1,0,0,0,4,0,0,0,0,73,855,230,214,166,19,3356,1065,1155,2031,603,3100,60,943,33,270,1950,632,178,10,2676,1120,3027,1066,262,499,48,2407,950,1095,2937,382,711,2115,2108,3465,1063,2196,367,1,1,3675,2199,1,1,1,1,37,18,37
Mitchell Gonser,148904,LB,BUFFALO,Buffalo,3,3,0,80,0,0,126,0,0,90.2,87.5,77.1,66.5,72.2,87.9,0,1,0,1,4,0,0,0,0,39.6,4,1,0,53,0,30,78,3,0,0,3,0,0,75,8,40,21,8,13,2,5,2,0,4,10,1,73,464,230,214,166,19,17,62,1823,816,875,24,737,943,33,34,1808,632,178,10,491,1120,1283,1631,2285,735,1286,1487,1153,1095,1056,1695,1323,426,151,199,73,805,855,3320,1,1,1,1,2101,3382,1,2333,2989,2254
Gavin Shipman,148908,CB,CHARLOTTE,Charlotte,3,0,0,25,0,0,136,0,0,67.5,69.5,77.9,0,73,79.6,0,0,0,0,11,0,0,0,0,39.6,1,0,0,4,82,54,86,0,0,0,0,0,0,86,0,32,0,1,4,0,4,0,0,11,1,11,73,2533,230,214,166,19,757,1230,1551,3161,788,518,737,1691,33,270,1340,632,711,10,1937,250,751,1433,3005,735,1286,2407,1153,1095,922,3142,1733,2115,2108,1468,1063,964,2030,2221,1,1,1,1,2101,2198,1,2625,2346,3346
Joshua Rudolph,149135,LB,UTEP,UTEP,3,3,0,100,0,0,330,1,0,49.6,64.1,79.1,64.8,76.6,79.1,1,1,0,0,30,6.7,1,0,0,118.8,4,1,0,113,0,59,140,7,0,0,7,0,1,133,17,64,19,5,11,1,4,3,0,67,53,16.8,73,464,230,214,10,19,3073,2203,1066,990,431,584,189,943,33,270,387,632,178,10,128,1120,670,507,1926,735,1286,1104,1153,862,447,1215,434,475,499,326,305,964,567,3533,1,2248,2199,1,3760,3382,1,3799,4026,3862
Marquis Cooper,149289,CB,BUFFALO,Buffalo,3,2,0,50,0,0,126,0,0,64.7,64.4,81.2,55.4,63.8,52.2,0,0,0,0,41,16.7,1,1,0,94.8,6,0,0,8,122,66,142,11,0,0,11,0,0,131,7,69,0,1,3,0,12,0,1,67,34,11.2,73,855,230,214,166,19,1074,2144,387,2769,2140,2807,737,1691,33,270,180,158,711,10,1542,124,550,483,1697,735,1286,919,1153,1095,469,1774,322,2115,2108,1803,1063,152,2030,2416,1,2870,2199,1,3298,3769,3776,3799,3782,3397
Andrew Taddeo,149293,DI,JAMES MAD,James Madison,2,0,0,0,0,0,197,0,0,60,62.1,0,72.5,67.4,72.1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,35,35,10,25,0,0,0,0,18,17,0,1,2,0,0,1,0,0,0,0,2465,2533,230,214,166,19,2004,2561,3879,361,1521,1787,189,1691,33,270,1950,632,711,10,2676,1120,3027,2734,1149,294,521,2407,1153,1095,2937,1179,2643,2115,2108,2270,1063,2196,1263,1,1,1,1,4052,1,1,1,37,18,37
Kamren Watkins-Hunter,149345,CB,UMASS,Massachusetts,1,0,0,0,0,0,216,0,0,60,61.4,68.6,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,3554,2533,230,214,166,19,2004,2688,3648,3161,2865,3761,737,1691,33,270,1950,632,711,10,2676,698,2777,4111,3005,735,1286,2407,1153,1095,2506,3142,3832,2115,2999,3465,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Curtis Harris-Lopez,149421,S,JAMES MAD,James Madison,1,1,0,0,0,0,197,0,0,63.8,71.1,72.7,0,73.8,81.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,18,0,0,0,0,0,14,18,0,11,2,0,2,0,0,0,0,0,0,0,3554,1489,230,214,166,19,1218,1010,3026,3161,696,315,737,1691,33,270,1950,632,711,10,2203,1120,2123,3331,3005,735,1286,2407,1153,466,1948,3142,3081,1593,2999,2270,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Jake Jarmolowich,149428,S,COLO STATE,Colorado State,2,2,1,0,0,0,144,0,0,51.1,60.2,80.6,68.3,68.2,76.2,1,0,0,0,0,7.1,1,0,0,0,0,0,0,46,3,46,116,13,0,0,13,0,42,103,11,59,12,4,11,1,0,1,0,0,0,0,2465,855,21,214,166,19,2987,2887,540,649,1399,1011,189,1691,33,270,1950,632,711,10,573,736,922,867,1617,735,1286,850,1153,264,745,1479,568,728,713,326,305,2196,1263,1,1,2269,2199,1,1,1,1,37,18,37
Finn Claypool,149576,ED,FRESNO ST,Fresno State,4,3,0,0,0,0,169,0,0,70.1,80.6,84.6,69.4,81,83.1,1,5,0,0,0,0,0,0,0,39.6,0,2,0,0,0,5,141,140,0,2,137,1,0,1,83,53,0,6,10,0,1,8,0,0,0,0,1,464,230,214,166,19,587,217,28,565,171,199,189,101,33,270,1950,632,44,10,2676,1120,2300,497,69,735,1109,20,950,1095,2718,46,785,2115,333,406,1063,1725,79,1,1,1,1,1,2101,1,1,37,18,37
IBK Mafe,149815,ED,S ALABAMA,South Alabama,3,2,0,0,0,0,288,0,0,51.4,59.6,79,67.8,59.7,46.1,0,0,0,0,0,25,1,0,0,0,0,1,0,6,0,5,31,25,0,0,25,0,0,6,10,16,0,1,1,1,0,1,0,0,0,0,73,855,230,214,166,19,2970,2975,1107,690,3065,3054,737,1691,33,270,1950,632,178,10,1704,1120,2300,2839,1309,735,1286,612,1153,1095,2428,1564,2697,2115,2108,2822,305,2196,1263,1,1,3355,2199,1,1,1,1,37,18,37
Josh Battle,149841,S,SO MISS,Southern Miss,3,3,0,100,0,0,296,0,0,49.2,55.8,79.6,70.6,67.5,83.9,0,0,0,0,57,5.9,1,0,0,158.3,8,1,0,41,1,66,110,2,0,0,2,0,49,108,2,42,17,4,13,1,8,1,1,112,39,14,73,464,230,214,166,19,3093,3478,875,473,1505,161,737,1691,33,270,72,632,178,10,645,861,550,965,2437,735,1286,1678,1153,221,697,2452,1236,530,713,199,305,395,1263,3533,1,2229,2199,1,4137,3972,3776,4076,3862,3661
Mustafi Al-Garawi,149883,DI,W MICHIGAN,Western Michigan,3,2,0,0,0,0,347,0,0,61.8,53.5,78.4,57.8,48.6,74.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,83,10,73,0,0,0,0,40,43,0,2,2,0,0,2,0,0,0,0,73,855,230,214,166,19,1561,3675,1353,2261,3874,1360,189,943,33,270,1950,632,711,10,2676,1120,3027,1503,476,294,122,2407,1153,1095,2937,558,1182,2115,1502,2270,1063,2196,855,1,1,1,1,1,1,1,1,37,18,37
Jamall Thompson Jr.,149959,ED,NEW MEX ST,New Mexico State,3,5,0,50,0,0,242,0,0,82.4,69.8,84,67.3,61.4,48.1,0,5,0,1,-5,18.2,4,0,0,16.7,1,2,0,0,0,11,161,161,0,1,156,4,0,0,66,84,0,14,13,4,2,7,0,-5,3,-5,73,137,230,214,166,19,72,1183,48,737,2562,2971,737,101,33,34,4189,632,44,10,2676,1120,1855,285,20,735,1185,4,652,1095,2937,144,121,2115,13,199,4,1412,111,2416,1,3029,3944,1,2040,2198,1,2,2524,2
Kobe Stewart,149961,ED,BUFFALO,Buffalo,3,3,0,0,0,0,126,0,0,19.8,44.4,3.3,73.5,59.5,42.1,3,4,0,0,0,28.6,2,0,2,0,0,1,0,1,0,3,164,162,0,13,68,81,0,2,91,70,0,3,2,1,0,8,0,0,0,0,73,464,230,214,166,19,3355,4059,3855,317,3084,3179,16,183,33,270,1950,632,178,10,2385,1120,2515,255,18,735,681,248,6,1095,2646,26,300,2115,1028,2270,305,2196,79,1,1,3587,3215,4052,1,1,1,37,18,37
Dramarian McNulty,150010,S,E MICHIGAN,Eastern Michigan,1,0,0,100,0,0,160,0,0,42,47.9,71.5,0,58,48.1,0,0,0,0,36,25,1,0,0,118.8,1,0,0,21,0,10,27,0,0,0,0,0,6,27,0,17,0,2,3,0,1,0,0,36,22,36,3554,2533,230,214,166,19,3278,3976,3267,3161,3229,2971,737,1691,33,270,258,632,711,10,984,1120,1916,2978,3005,735,1286,2407,1153,614,1721,3142,2643,2115,1502,1803,1063,1725,2030,3533,1,3355,2199,1,3760,2198,1,3339,3509,4163
Micah Davey,150093,LB,UTEP,UTEP,3,4,0,66.7,0,0,330,0,0,59.6,72.4,80,62.8,80.5,78.6,1,2,0,0,15,6.9,2,0,0,75,4,1,0,137,0,61,146,3,0,0,3,0,0,143,10,75,6,18,23,1,6,4,0,25,15,6.3,73,244,230,214,166,19,2372,819,727,1210,197,651,189,545,33,270,1021,632,178,10,72,1120,623,441,2285,735,1286,1487,1153,1095,365,1564,217,1085,2,15,305,650,367,2926,1,2266,3215,1,2763,3382,1,3100,3244,2687
Jake Golday,150178,LB,CINCINNATI,Cincinnati,3,3,0,62.5,0,0,138,0,0,65.8,73.6,84,58.5,86.6,76,1,3,0,0,7,8.3,2,0,0,66.7,5,2,0,52,0,54,131,43,0,0,43,0,0,88,25,52,36,12,19,0,8,6,0,16,15,3.2,73,464,230,214,166,19,926,698,48,2093,56,1068,189,315,33,270,1619,632,44,10,505,1120,751,625,1028,735,1286,431,1153,1095,908,950,826,220,38,34,1063,395,173,2870,1,2324,3215,1,2632,3604,1,2807,3244,2382
Jayden Sheridan,150222,CB,NEW MEXICO,New Mexico,1,0,0,0,0,0,241,0,0,63.9,65,73.2,0,62.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,7,21,1,0,0,1,0,0,20,0,14,0,0,0,0,0,0,0,0,0,0,3554,2533,230,214,166,19,1205,2038,2925,3161,2384,3761,737,1691,33,270,1950,632,711,10,2055,560,2123,3188,2628,735,1286,1929,1153,1095,1883,3142,2848,2115,2999,3465,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Kamren Washington,150283,DI,TEXAS ST,Texas State,3,0,0,0,0,0,314,0,0,60.7,63.2,78.7,61.8,61.2,74.5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95,95,10,85,0,0,0,0,59,35,0,2,3,0,0,4,0,0,0,0,73,2533,230,214,166,19,1855,2355,1232,1334,2610,1306,737,183,33,270,1950,632,711,10,2676,1120,2777,1258,348,294,84,2407,1153,1095,2937,210,1583,2115,1502,1803,1063,2196,367,1,1,1,1,1,1,1,1,37,18,37
Matthew Aribisala,150287,DI,RICE,Rice,2,0,0,0,0,0,275,0,0,0,63.2,75.9,64.8,60.7,73.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,17,8,0,0,0,0,9,16,0,2,3,0,0,1,0,0,0,0,2465,2533,230,214,166,19,3356,2355,2222,990,2708,1561,737,943,33,270,1950,632,711,10,2676,1120,3027,3031,1309,188,823,2407,1153,1095,2937,1624,2697,2115,1502,1803,1063,2196,1263,1,1,1,1,1,1,1,1,37,18,37
David Fisher,150294,CB,N TEXAS,North Texas,2,1,0,85.7,1,0,251,0,0,51.8,52.9,0,60,63.9,33.2,0,1,0,0,43,33.3,2,0,1,113.7,6,0,0,5,102,52,110,1,0,0,1,0,1,109,1,57,1,1,3,0,7,1,0,79,31,13.2,2465,1489,230,214,166,19,2948,3724,3879,1535,2121,3409,737,943,33,270,153,632,711,10,1815,187,788,965,2628,735,1286,1929,1153,862,687,2728,637,1813,2108,1803,1063,503,1263,3460,4086,3675,3215,3446,3686,3769,1,3906,3728,3616
Caleb Weaver,150298,S,DUKE,Duke,3,8,0,83.3,0,0,154,0,0,73.1,71.9,81.4,60,66.9,64.9,0,0,0,0,14,13.8,4,0,0,87.5,5,0,0,38,1,79,167,2,0,0,2,0,92,165,1,87,34,6,17,0,6,0,0,30,19,6,73,26,230,214,166,19,362,873,325,1535,1587,2238,737,1691,33,270,1105,632,711,10,684,861,339,223,2437,735,1286,1678,1153,41,188,2728,93,232,333,66,1063,650,2030,3414,1,2710,3944,1,3109,3604,1,3216,3412,2612
Emon Allen,150299,CB,SM HOUSTON,Sam Houston State,3,3,0,70,0,1,281,0,0,72.5,73.2,80.6,0,70.2,59.2,0,0,1,2,47,15.4,4,2,2,74.8,14,0,0,8,184,121,192,0,0,0,0,0,0,192,0,71,0,9,19,3,20,0,1,179,45,12.8,73,464,230,13,166,19,404,742,540,3161,1129,2499,737,1691,2,6,123,48,711,10,1542,11,20,75,3005,735,1286,2407,1153,1095,56,3142,276,2115,106,34,15,11,2030,3112,1,2827,3944,4052,2761,4185,3776,4177,3945,3557
Derek Carter Jr.,150315,S,W VIRGINIA,West Virginia,2,0,0,100,0,0,343,0,0,64.8,65.1,72.8,0,60.7,74.8,0,0,0,0,12,0,0,0,0,116.7,1,0,0,7,0,7,14,0,0,0,0,0,4,14,0,7,3,1,1,0,1,0,0,12,0,12,2465,2533,230,214,166,19,1062,2022,3003,3161,2708,1252,737,1691,33,270,1264,632,711,10,1624,1120,2123,3535,3005,735,1286,2407,1153,679,2080,3142,3464,1436,2108,2822,1063,1725,2030,3533,1,1,1,1,3713,2198,1,2662,18,3465
Canden Grogan,150353,CB,TEXAS ST,Texas State,3,0,0,54.5,0,0,314,0,0,48,45.3,79.1,55.2,38.6,27.7,0,2,0,0,28,45.5,5,1,1,73.3,6,0,0,10,91,64,111,1,0,0,1,0,0,110,2,45,8,1,6,0,11,2,0,68,23,11.3,73,2533,230,214,166,19,3141,4045,1066,2800,4130,3578,737,545,33,270,432,158,711,10,1415,220,580,945,2628,735,1286,1929,1153,1095,676,2452,1088,940,2108,986,1063,194,855,2706,1,3943,4078,3446,2742,3769,1,3814,3537,3404
Breylon Charles,150369,ED,PURDUE,Purdue,2,0,0,0,0,0,273,0,0,60.9,62.5,75.5,66,55.8,40.2,0,0,0,0,0,25,1,0,0,0,0,1,0,0,0,2,28,28,0,8,14,6,0,0,16,10,0,4,3,0,0,1,0,0,0,0,2465,2533,230,214,166,19,1798,2488,2345,865,3439,3230,737,1691,33,270,1950,632,178,10,2676,1120,2642,2936,1251,735,823,823,542,1095,2937,1253,3180,2115,713,1803,1063,2196,1263,1,1,3355,2199,1,1,1,1,37,18,37
Levontae Jacobs,150404,DI,LA MONROE,Louisiana-Monroe,2,0,0,0,0,0,209,0,0,0,48.6,75.9,55.6,47.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,7,27,0,4,0,0,19,19,0,0,0,0,0,0,0,0,0,0,2465,2533,230,214,166,19,3356,3951,2222,2724,3928,3761,737,1691,33,270,1950,632,711,10,2676,1120,3027,2638,1099,360,495,2407,652,1095,2937,1136,2503,2115,2999,3465,1063,2196,2030,1,1,1,1,1,1,1,1,37,18,37
Pierre Royster,150423,S,UAB,UAB,3,8,0,83.3,0,0,321,0,0,30.7,43,80.2,59.8,68.6,49.7,1,0,0,0,69,22.2,6,0,0,158.3,5,0,0,71,0,64,164,1,0,0,1,0,77,163,2,98,15,2,13,0,6,1,3,208,94,41.6,73,26,230,214,166,19,3344,4087,666,1719,1338,2905,189,1691,33,270,29,632,711,10,334,1120,580,255,2628,735,1286,1929,1153,83,199,2452,44,596,1502,199,1063,650,1263,3414,1,3269,4145,1,4137,3604,4186,4185,4170,4175
Avarion Cole,150570,S,W KENTUCKY,Western Kentucky,2,0,0,0,0,0,346,0,0,74.5,75.5,76.1,0,70.3,82.5,0,0,0,0,0,0,0,1,0,39.6,0,0,0,15,0,18,39,0,0,0,0,0,18,39,0,21,6,0,4,0,2,0,0,0,0,0,2465,2533,230,214,166,19,286,520,2151,3161,1114,239,737,1691,33,270,1950,158,711,10,1173,1120,1597,2609,3005,735,1286,2407,1153,430,1524,3142,2376,1085,2999,1468,1063,1412,2030,1,1,1,1,1,2101,1,1,37,18,37
Tyquan King,150571,LB,UCONN,Connecticut,3,6,1,71.4,0,0,146,0,0,56.8,70.3,0,80.3,74.2,86.7,1,1,0,0,12,0,0,0,1,83,5,2,0,79,0,36,88,0,0,0,0,0,0,88,20,32,9,6,9,0,7,4,0,36,12,7.2,73,89,21,214,166,19,2619,1114,3879,122,646,50,189,943,33,270,1264,632,44,10,284,1120,1152,1399,3005,735,1286,2407,1153,1095,908,1100,1733,884,333,501,1063,503,367,3126,1,1,1,3446,3002,3604,1,3339,3104,2818
Wrook Brown,150691,S,HOUSTON,Houston,3,5,0,100,0,1,182,0,0,73.5,79.8,80.8,76.6,77.8,85.7,0,2,0,1,8,0,0,0,0,50.7,3,1,0,22,0,49,101,8,0,0,8,0,4,93,7,45,67,4,6,0,3,3,0,17,18,5.7,73,137,230,13,166,19,343,253,489,207,351,75,737,545,33,34,1556,632,178,10,966,1120,849,1116,1861,735,1286,1059,1153,679,850,1774,1088,87,713,986,1063,1175,567,3533,1,1,1,1,2413,3098,1,2838,3378,2590
Andrew Johnson,150695,S,WYOMING,Wyoming,3,3,0,44.4,0,0,351,1,0,63.1,71.9,79.6,89.7,76.8,90.1,1,0,0,0,8,0,0,1,0,51.6,4,1,0,76,3,88,160,4,0,0,4,0,54,156,2,70,23,5,15,0,9,2,0,19,4,4.8,73,464,230,214,10,19,1320,873,875,41,416,4,189,1691,33,270,1556,158,178,10,298,736,226,295,2199,735,1286,1369,1153,186,248,2452,300,378,499,110,1063,321,855,2395,1,1,1,1,2419,3382,1,2902,2594,2511
Kolbey Taylor,150703,CB,VANDERBILT,Vanderbilt,3,1,0,62.5,0,0,333,0,0,67.5,65.7,78.1,0,52.6,27.5,0,0,0,0,26,42.9,3,1,0,84.9,5,0,0,0,77,47,77,0,0,0,0,0,0,77,0,30,0,0,3,0,8,0,0,59,16,11.8,73,1489,230,214,166,19,757,1909,1468,3161,3672,3592,737,1691,33,270,488,158,711,10,2676,282,896,1651,3005,735,1286,2407,1153,1095,1030,3142,1841,2115,2999,1803,1063,395,2030,2870,1,3922,3702,1,3057,3604,1,3709,3291,3454
Tyce Westland,150707,ED,WYOMING,Wyoming,3,2,0,0,0,0,351,0,0,64.6,60,82.4,59.2,53.7,56.7,2,2,0,0,0,16.7,1,0,0,39.6,0,0,0,25,0,34,152,117,0,0,116,1,1,35,62,56,9,2,3,0,1,4,0,0,0,0,73,855,230,214,166,19,1085,2922,173,1904,3601,2608,60,545,33,270,1950,632,711,10,899,1120,1192,367,183,735,1286,57,950,862,1582,179,680,884,1502,1803,1063,1725,367,1,1,2870,2199,1,2101,1,1,37,18,37
Eddie Walls III,150853,ED,HOUSTON,Houston,3,1,1,100,0,0,182,0,0,61.3,69.8,80.4,63,68.9,80.2,1,2,0,0,-4,0,0,0,0,79.2,1,2,0,2,0,1,141,139,0,30,45,64,0,2,81,59,0,9,9,4,1,5,0,-4,1,-4,73,1489,21,214,166,19,1690,1183,603,1184,1304,453,189,545,33,270,4186,632,44,10,2203,1120,2777,497,73,735,468,413,9,1095,2646,58,568,2115,106,501,4,1725,262,3533,1,1,1,1,2831,2198,1,6,2346,6
